label	x	x	SentenceA	SentenceB
1	x	x	Spent there 2 nights fast and warm check in Was very supportive and explained to us were and how to go to areas to visit Charged Car park is available Smoking room also available Nice view from the rooms and all facilities available Room size is small but it is ok Tram is few minutes from the hotel Also easy to walk to the DAM square where you can see many shops and restaurants on the way	available Car park
0	x	x	Some of the receptionists were rude and blunt Location is half an hour away from Dam even though it s a direct tram	blunt Location
1	x	x	The staff is most friendly and international helpful in many languages and familiar with the surroundings They always greet you with coockies and smiles The rooms are large and comfy The overall design is creative and the location is perfect outside the center and yet accessible by the near metro station and next to a lovely park	creative overall design
1	x	x	The bed was a bit too soft for our taste small movements propagated throughout waking up the loved one next to you	a bit too soft bed
0	x	x	Bed was so comfortable which was needed after long treks around the city Cocktails lunch and evening food were all divine We didn t have breakfast	so comfortable lunch
1	x	x	Good sized comfortable rooms with all we needed for our stay Nice lounge and bar areas Staff on bar and concierge were very friendly and helpful	very friendly Staff
0	x	x	No bath in bathroom no water provided mini bar not stocked limited non existant room service menu over emphasis on design no substance eg Shower door does not fit so bathroom area floods if not careful poor power point location and no international plug point option so remember to bring your adaptor if staying here Limited storage space so if staying more than one night be prepared for a messy room Better value elsewhere in town	does not fit room service menu
1	x	x	The room was very small and the bathroom door was weirdly missing the necessary hole for the latch to go in	weirdly missing bathroom door
1	x	x	Excellent hotel great place for stay lots of ammenities and the staff is nice wold recommend it to anyone traveling to Amsterdam for a great stay close to transportation to connect to all attractions and interesting places in Amsterdam	Excellent hotel
0	x	x	With that said the second night we visited the bar we had excellent service from different bar tender Breakfast was delicious and the omelette chef was super friendly and made us laugh Having the train and tram station next door is very convenient Uber ride into the center is also very reasonable from the location I will stay at this hotel again	excellent Breakfast
1	x	x	we wait for better price and better facilities for disabled person s room	better price
1	x	x	We walked the remainder of the way from the station to the hotel approximately10 minutes but Tram 24 stops right outside of the hotel if you didn t want to walk Rooms were very clean if a little careworn Breakfast was well laid out and varied fresh fruit yoghurt excellent selection of breads rolls and meat and cheese Cooked food also available	well laid out Breakfast
0	x	x	Near to central station Staff very helpful Bed is nice	Near to Staff
1	x	x	The staff is most friendly and international helpful in many languages and familiar with the surroundings They always greet you with coockies and smiles The rooms are large and comfy The overall design is creative and the location is perfect outside the center and yet accessible by the near metro station and next to a lovely park	perfect location
1	x	x	Staff where extremely helpful hotel was very warming and modern Location was absolutely superb Beautifully clean air con in room was brilliant all round superb hotel	brilliant air con
0	x	x	so convenient Breakfast is a relaxed uncomplicated experience waiters don t hover around eyeing you to make sure you re even allowed to have breakfast Also the pantry is such a nice touch Loved this hotel	Loved touch
1	x	x	Well over priced Bottle of water was over 5 reception staff just ok	Well over priced Bottle of water
1	x	x	very annoying Breakfast wasn t up to my standards	wasn t up to my standards Breakfast
1	x	x	The room was very nice Great style I loved the bed Big and quite luxurious	Great style
1	x	x	Clean rooms modern hotel well located super helpful staff Nice Gym with excellent breakfast options	excellent breakfast options
0	x	x	Had to insist on moving rooms as room was dirty e g mould on walls and shower curtain the final room was just about acceptable but did not deserve a 4 star rating and was very overpriced	dirty room
0	x	x	Friendly Staff Excellent service during breakfast from a lady by the name of Chiara outstanding	Excellent Staff
0	x	x	The room was very comfortable and staff were very helpful and friendly	very comfortable staff
0	x	x	Nice breakfast great location for museums Leidseplein	great location for museums Leidseplein
1	x	x	Friendly staff excellent location for couples nice ammenities great breakfast Perfect	nice ammenities
1	x	x	Very friendly and helpful staff	helpful staff
1	x	x	This was without a doubt the best hotel we have stayed in we came for our anniversary and the staff really made it special the room was decorated nicely and was really for our arrival About 6 hours early everyone was really lovely and helpful	best hotel
1	x	x	One stop on train from city centre Clean and comfortable with excellent room facilities Very helpful staff	excellent room facilities
0	x	x	The beds were super comfy the curtains and door opened by a cool button and the bathroom was amazing and hotel staff were super helpful	amazing hotel staff
1	x	x	It s away from the centrum but the walk in was nice Couldn t actually fault this hotel it s one of the nicest I have stayed in the bed and shower were great too	nicest hotel
1	x	x	Excellent breakfast and open bar Staff very helpful and nice Great hotel	Great hotel
1	x	x	It has a great location being close to the train and central Amsterdam	close to the train and central Amsterdam
0	x	x	The room was comfy clean Still being refurbished so lots of boxes around the room still had the odd little snagging issue but not a problem for us Lovely staff location ok transport was good	ok transport
0	x	x	This was without a doubt the best hotel we have stayed in we came for our anniversary and the staff really made it special the room was decorated nicely and was really for our arrival About 6 hours early everyone was really lovely and helpful	decorated nicely everyone
0	x	x	There was building work outside on the second night that we were not warned of and it would have been nice to have been made aware that sleep was not possible after 5:00 AM Breakfast was average for this level of hotel	building work Breakfast
1	x	x	Very well located A small double is great for one person up in the eaves though the sloping ceilings aren t ideal for taller people	Very well located
1	x	x	The location is great tram 5 could go to the city center and only one station train to the airport	great location
1	x	x	Beds were amazingly comfy bathroom was stunning room had great lighting view was gorgeous	amazingly comfy Beds
1	x	x	It is just outstanding the staff	outstanding staff
0	x	x	Handy location Check in and check out was quick and easy Room was comfortable and clean	easy Room
1	x	x	It s central to all the sights The lobby is welcoming rooms are rxquisite and staff extremely helpful	central to all the sights
0	x	x	Beds were comfy rooms are quiet staff is nice and helping No balconies	quiet staff
1	x	x	The hotel looks extremely nice a very pleasant environment stylish yet cosy Nice breakfast area solid breakfast Not directly in the city centre but very convenient location as there is a huge and very good food hall just around the corner which gets very busy over the weekend	very convenient location
1	x	x	Brilliant hotel no problems at all friendly staff lovely food and brilliant location ten mins walk near the water to the city center lovely hotel for couples been too Amsterdam numerous times now and will always go here	brilliant location
1	x	x	The facility is beautiful and immaculate	beautiful facility
0	x	x	The bed was pretty hard but the pillows were super soft and so comftable the tram stop is like 5 7 min walk from the hotel then a good 15 mins into the centre but other than that it s a lovely hotel	pretty hard pillows
1	x	x	On my birthday I found some wine and a lovely birthday card in my room and later I was offered some yummy food	yummy food
1	x	x	Handy location Check in and check out was quick and easy Room was comfortable and clean	Handy location
1	x	x	Absolutely brilliant from check in the room which was fantastic won t reveal all the staff the concept ooh not to forget the amazing lifts we liked C the best	fantastic room
1	x	x	Ended up paying 40 more per night then original quote Rooms were tiny Elevator slow walls very thin Housekeeping annoying w knocks and phone calls	very thin walls
0	x	x	The room was very nice Great style I loved the bed Big and quite luxurious	Big style
1	x	x	Excellent breakfast and open bar Staff very helpful and nice Great hotel	very helpful Staff
1	x	x	Stayed twice within a week check in painfully slow on both occasions Probably spent a total of half an hour waiting and there weren t big queues Plenty of positions just not enough staff	not enough staff
1	x	x	Cleaning staff around foyer surly Disappointed to be woken up at 6 30am on week days by construction work on building next door When spoke to staff about it was met with a nonchalant reply Hotel quite expensive too	surly Disappointed Cleaning staff
1	x	x	Rooms were big comfy and clean	big comfy Rooms
1	x	x	Nothing to complaint excellent continental buffet for breakfast	excellent continental buffet for breakfast
0	x	x	It s a long walk 15 20 min to the metro and another 25 min by metro to the central station If traveling by tram it s even longer	25 min by the metro
1	x	x	The staff organised all of our trips and even booked a meal for me and my parter at a lovely restaurant	lovely restaurant
1	x	x	The location is perfect for exploring the city centre museums etc You can pick up a canal boat tour right outside the hotel and the public bus from the airport stops only few minutes walk away The staff irrespective of their role in the hotel made an effort to have a conversation with us e g one of the cleaning staff who was in the lift with us seemed genuinely interested in whether we had enjoyed our day	location perfect
1	x	x	Also there is complimentary coffee tea hot chocolate etc in reception The staff were helpful and friendly Location was good and contrary to some comments the reception is not at all difficult to find	complimentary coffee
1	x	x	Not my biggest concern but free availableTV stations and quality of screen were not really up to the overall high standard of the hotel	not really up to the overall high standard quality of screen
1	x	x	Great staff clean and comfortable Just what I wanted	Great staff
1	x	x	Bed a bit soft compared to home Pillows square shape so tricky to keep in one place	a bit soft Bed
1	x	x	Great location and staff	Great location
1	x	x	very convenient location across the road from the train station and near tram stops and canal cruise terminals staff very accommodating and helpful food very good but portions on the large side buffet breakfast excellent superb poached eggs	excellent breakfast
1	x	x	Nice confortable hotel near the train station	near the train station
1	x	x	The location was lovely the room was wonderful the bed was super comfy the all inclusive portion was well worth it breakfast cheese wine open bar	wonderful room
1	x	x	The location was lovely the room was wonderful the bed was super comfy the all inclusive portion was well worth it breakfast cheese wine open bar	lovely location
1	x	x	Our only niggle is our room was a little noisy from the housekeeping staff whose storage room was very close to our bedroom	very close to our bedroom storage room
1	x	x	We all were very impressed with the hotel The rooms were amazing and the staff couldn t have been any better Loved the stay	amazing rooms
1	x	x	Superb location right on the Herengracht and therefore within walking distance of all major attractions Staff were excellent and sorted out restaurants for us	within walking distance all major attractions
1	x	x	Very clean Lovely views friendly staff complementary drinks Lovely bathroom	complementary drinks
1	x	x	the comfortable staying and the friendly staff	comfortable staying
0	x	x	The staff was cool helpful The rooms and the common areas were all very Instagram worthy The metro and the tram were only two minute away and it felt really safe to ride the metro even during the evening We re coming back	very Instagram worthy metro
0	x	x	excellent location 5 minutes from central station 15 minutes from airport lovely to get away from hussle and bussle of city life for a good night s sleep	good get away
1	x	x	We appreciated the clean bathroom and comfortable beds	comfortable beds
1	x	x	location comfy bed friendly and helpful staff	helpful staff
0	x	x	Lovely hotel with really friendly staff	friendly hotel
1	x	x	Dirty room dust around bed dirty carpet and destroyed floor Shower head with very poor water pressure	destroyed floor
1	x	x	The location was good as it was right next to a tram stop making it easy to access the city centre	easy to access city centre
1	x	x	great breakfast beautiful design super friendly staff cool atmosphere	great breakfast
1	x	x	The hotel is not that close to the attractions or eating places but you can reach them in half an hour walk The bad surprise was that I could not find the sewing kit in the room and had to use one that I luckily had with me	not that close eating places
1	x	x	Great hotel great staff great bar close to public transport	great bar
1	x	x	Tables at breakfast were not cleaned fast enough and sometimes we had to sit at the dirty table until the waiter cleaned it	not cleaned Tables
0	x	x	Bathroom Temperature either too hot or cold Miscommunication upon arrival not given the room we had booked initially Noise	cold room
1	x	x	Breakfast was okay but was NOT worth 38 euros for two that appeared on my check out invoice seriously disappointed that price was not advised when we were sat down Found the whole stay at the hotel very expensive in general as the room was nearly 300 euros for two nights	very expensive hotel
1	x	x	Staff were extremely helpful	extremely helpful Staff
0	x	x	Exceptionally welcoming staff in a very cleverly designed hotel Great few nights sleep in the comfortable bed Located just across the road from a trendy breakfast cafe in case	comfortable nights
1	x	x	This hotel opened recently and the staff all were so helpful and kind nothing was too much The hotel was perfect in terms of a short distance 10 mins by train to the centre of Amsterdam	so helpful staff
1	x	x	Great location and friendly staff The self service bar is good but not enough seating in the bar reception area at peak times	friendly staff
1	x	x	5 7 mins to metro station not nearby to the downtown	5 7 mins to metro station
1	x	x	Hotel was fabulous got upgraded at no extra cost spotless clean staff very helpful and in a great location	great location
1	x	x	The overall cleanliness and safety were good	good safety
1	x	x	Small room with 50 x 80 cm window in far corner and without view Too windy and cold in the room	cold room
0	x	x	Good breakfast choice and excellent wifi Good location for car travellers	Good wifi
0	x	x	The location was perfect we loved the garden beside the hotel very nice spot to relax and enjoy the nature The lobby was also very elegant and welcoming	very elegant spot
1	x	x	No bath in bathroom no water provided mini bar not stocked limited non existant room service menu over emphasis on design no substance eg Shower door does not fit so bathroom area floods if not careful poor power point location and no international plug point option so remember to bring your adaptor if staying here Limited storage space so if staying more than one night be prepared for a messy room Better value elsewhere in town	Limited storage space
1	x	x	Lovely views over the water Very helpful reception staff	Lovely views
1	x	x	The room was beautiful Location was very close to the places we wanted to see The staff were so lovely	very close to places
0	x	x	The housekeeping in the room was appalling Stayed here for 3 nights but everyday noticed that only the beds were done and the garbage bins cleared Nothing else besides this Don t think the room was even being dusted or swept as bits of paper n dust used to be lying around in the room	appalling beds
1	x	x	The coolest accomodation ever Staff were so friendly interier is so cool and funky rooms were beautiful lots of things to do to interact with other travellers pool gym table tennis photo bool heaps of lounges and a yummy restaurant Also lots of things to do from the hotel such as rent bikes etc 2 mins walk from train station which is 2 stops away from Red Light District supermarket across the road and surrounded by awesome eateries will definitely be back Thanks for such an amazing stay	so cool interier
0	x	x	Free car park Hotel very quiet and well located Charming and helpful staff members	Free Hotel
1	x	x	room was generous by Amsterdam standards and dark and meal downstairs was good babycot was good quality with comfy mattress instead of the usual travel cot so toddler slept well before the long haul flight home	generous room
0	x	x	The location is great right next to The 9 Streets The bed was very comfortable and the breakfast was excellent	right next to bed
0	x	x	Poor facilities bathroom was a mess cracked tiles dirty marks in bath housekeeping not to a high standard sheets didn t get changed	Poor bathroom
1	x	x	Room was huge but had an awkward layout	huge Room
0	x	x	Loved this great hotel with loads of character located on a quiet tree lined boulevard A short walk to museums and restaurants very helpful staff lovely buffet breakfast overlooking an enclosed garden I felt like I was staying in a private residence Would definitely stay again	very helpful walk to museums
1	x	x	Brilliant hotel no problems at all friendly staff lovely food and brilliant location ten mins walk near the water to the city center lovely hotel for couples been too Amsterdam numerous times now and will always go here	friendly staff
1	x	x	Friendly staff comfortable bed great location in the middle of the Dam good room service they make you feel very welcome with friendly messages chocolates on the bed and a pillow menu	good room service
0	x	x	Nice hotel nice services nice	nice hotel
0	x	x	Servicing of rooms poor for the quality of the hotel One day of our two day stay only one bath towel was replaced and on the other no toileteries were replaced and tea bags not replaced Room for improvement in room servicing but front counter staff were excellent	not replaced toileteries
1	x	x	My room was ready for early check in and was serviced exceptionally well during my stay the staff were pleasant and helpful	ready for early check in room
0	x	x	After being seated in the hotel s cafe we had to wait over 20 minutes for a waiter to take our drinks order The reception staff were friendly but were not very efficient either The breakfast was also very expensive even though there was not much choice	20 minutes reception staff
0	x	x	No bath in bathroom no water provided mini bar not stocked limited non existant room service menu over emphasis on design no substance eg Shower door does not fit so bathroom area floods if not careful poor power point location and no international plug point option so remember to bring your adaptor if staying here Limited storage space so if staying more than one night be prepared for a messy room Better value elsewhere in town	Limited power point location
1	x	x	Not really suitable with the price The bed is not good	not good bed
1	x	x	The bedroom was spacious with everything in perfect working order I couldn t fault this hotel in any way	perfect working order everything
0	x	x	The staff was cool helpful The rooms and the common areas were all very Instagram worthy The metro and the tram were only two minute away and it felt really safe to ride the metro even during the evening We re coming back	helpful rooms
1	x	x	Beautifully designed stylish and comfortable And very friendly helpful staff who can t do enough for you Loved every minute of our stay there	Beautifully designed
1	x	x	we wait for better price and better facilities for disabled person s room	better facilities
0	x	x	the warm choc chip cookies given during check in So yummms	yummms choc chip cookies
0	x	x	With that said the second night we visited the bar we had excellent service from different bar tender Breakfast was delicious and the omelette chef was super friendly and made us laugh Having the train and tram station next door is very convenient Uber ride into the center is also very reasonable from the location I will stay at this hotel again	delicious omelette chef
0	x	x	Friendly staff clean rooms cosy and comfortable communal areas	clean staff
0	x	x	Very good room service staff were super friendly and helpful	Very good staff
1	x	x	We loved the shuttle boat into central and Anne frank house Very convenient by metro Staff was always pleasent and helpful	Very convenient by metro
0	x	x	great breakfast beautiful design super friendly staff cool atmosphere	super friendly design
1	x	x	The bathtub was also very luxurious and I liked the toiletries The employees also had really good recommendations of things to do that weren t on the main travel sites	very luxurious bathtub
1	x	x	Very helpful staff Great buffet breakfast	Very helpful staff
0	x	x	Loved the hotel really great design and amazing food in the restaurant	amazing design
0	x	x	The location was perfect and despite the close vicinity to the airport and motorway silent	silent vicinity to the airport
1	x	x	Very modern and the snacks are exceptional as well as the bar	exceptional snacks
0	x	x	We appreciated the clean bathroom and comfortable beds	comfortable bathroom
1	x	x	Not really suitable with the price The bed is not good	Not really suitable with price
0	x	x	Great big bed truly polite and helpful staff bathtub a nice extra Hotel shuttle from airport and a flexible checkin time	truly polite bed
0	x	x	It was the smallest rooms We have ever been The aircondition didn t work	didn t work rooms
1	x	x	location people are friendly but hotel bookkeeping and management system makes their help useless	friendly people
0	x	x	Perfect location amazing hotel with attention to detail perhaps the best hotel in Amsterdam	best hotel
0	x	x	Rooms were lovely and modern and comfortable Staff very friendly	comfortable Staff
1	x	x	We had a great view of the canal as well	great view of the canal
0	x	x	Beautiful room excellent facilities friendly staff	friendly facilities
0	x	x	Not really suitable with the price The bed is not good	not good price
1	x	x	Clean rooms modern hotel well located super helpful staff Nice Gym with excellent breakfast options	Clean rooms
1	x	x	Room quite noisy badly insulated cold even with air con set at 30deg C bed too soft	quite noisy badly Room
1	x	x	Totally renovated hotel Staff friendly and helpful Attractive well designed room with small balcony 201 Comfortable bed Excellent location	Comfortable bed
0	x	x	Arrived early got early check in rooms very clean bed comfy Great location very central Would recommend Staff very helpful and friendly	comfy location
1	x	x	Hotel design was modern and contemporary Staff extremely helpful with recomendations for food and drinks outside of the hotel Bar staff polite attentive and cocktails amazing	extremely helpful Staff
1	x	x	Great location and friendly staff The self service bar is good but not enough seating in the bar reception area at peak times	good self service bar
1	x	x	Bed was to soft Cleanness not 100 given especially on the balcony Price to high if you consider cleanness of bathroom balcony and the position of hotel outside of Amsterdam Downtown Didn t try breakfast because of high price better eat in Amsterdam Downtown	high price
1	x	x	The pastries were tasty and the coffee was amazing	amazing coffee
1	x	x	It s not near to bus stops or metro stations	not near bus stops
1	x	x	I m disgusted that the hotel has such comfy beds and I managed to get a full nights sleep Crazy	comfy beds
0	x	x	What a wonderful location with great views of the hustle and bustle just a leisurely ferry ride minutes across from central station	minutes across ferry ride
1	x	x	The bed and the pillows are amazing All the staff was very kind and attentive We loved everything and we ll definitely come back	amazing bed
1	x	x	Room s are spacious well equipped comfortable lots of storage space clean Facilities are excellent the connecting mall with a grocery choices of restaurants is also	spacious Room
0	x	x	Hotel design was modern and contemporary Staff extremely helpful with recomendations for food and drinks outside of the hotel Bar staff polite attentive and cocktails amazing	contemporary Staff
1	x	x	Free upgrade to a junior suite friendly helpfully staff perfect location in centre of everything	perfect location in centre of everything
1	x	x	Beds were amazingly comfy bathroom was stunning room had great lighting view was gorgeous	great room
0	x	x	Friendly and helpful staff the hotel was in a great location within walking distance of many sights	within walking distance location
1	x	x	Spent there 2 nights fast and warm check in Was very supportive and explained to us were and how to go to areas to visit Charged Car park is available Smoking room also available Nice view from the rooms and all facilities available Room size is small but it is ok Tram is few minutes from the hotel Also easy to walk to the DAM square where you can see many shops and restaurants on the way	small Room size
1	x	x	The coolest accomodation ever Staff were so friendly interier is so cool and funky rooms were beautiful lots of things to do to interact with other travellers pool gym table tennis photo bool heaps of lounges and a yummy restaurant Also lots of things to do from the hotel such as rent bikes etc 2 mins walk from train station which is 2 stops away from Red Light District supermarket across the road and surrounded by awesome eateries will definitely be back Thanks for such an amazing stay	2 mins walk from train station
1	x	x	Brilliant location with well appointed and comfortable rooms Friendly and helpful team and wonderful breakfast the on tap drinks and snacks are a real bonus too	helpful team
0	x	x	The location is great right next to The 9 Streets The bed was very comfortable and the breakfast was excellent	very comfortable breakfast
0	x	x	Secure private parking with 24 hour pass comfortable room good public transport connections to the central city max 25 min	good room
1	x	x	Great location and area nothing more than a 30 minute walk Canal stop outside the hotel Comfortable bed	Great location
1	x	x	The staff were brilliant and the hotel was really clean	really clean hotel
0	x	x	Truly awesome location close to a lot of activity but quiet when we went to sleep Breakfast is excellent and worth the price Staff were very helpful even finding an excellent restaurant with gluten free traditional dishes	quiet activity
1	x	x	Not my biggest concern but free availableTV stations and quality of screen were not really up to the overall high standard of the hotel	not really up to the overall high standard availableTV stations
1	x	x	The staff were excellent Friendly and very helpful	excellent Friendly staff
1	x	x	The bed was comfy and the room has plenty of natural light and space	comfy bed
0	x	x	Had two single beds instead of 1 double bed the hairdryer was awful and the room seemed very out of date also the lift wasn t working so well	very out of date lift
1	x	x	perfect location and cool design coffee machine concept in the room rocks	rocks coffee machine
0	x	x	Absolutely brilliant from check in the room which was fantastic won t reveal all the staff the concept ooh not to forget the amazing lifts we liked C the best	Absolutely brilliant room
0	x	x	The Corendon was awesome staff were friendly Room was spacious and well appointed The Vitality Spa was awesome	friendly Room
0	x	x	Room was very small not sufficient walking space Just enough for sleeping not even for a walking talking phone call TV is awkwardly placed so even while lying on bed you can not face the TV straight but only at a 45 deg angle	awkwardly placed walking space
0	x	x	Couldn t fault this hotel and the restaurant was superb Staff excellent	superb Staff
0	x	x	Room had a fantastic view Bed extremely comfortable Really friendly helpful staff	extremely comfortable view
1	x	x	great comfortable bed good breakfast plenty of public transport options nearby	great comfortable bed
1	x	x	The room size is spacious Excellent location Kids area at the lobby while waiting for check in and check out is a brilliant idea	Excellent location
0	x	x	it s superb the ferry runs every few minutes it s just outside central station and the otherside it s a 1 min walk to the hotel This location gets you out of all the mayhem with a simply brilliant view of the river and we sat and people watched The Sir Adam is a vibrant but modern and excellent place to unwind after a day of sight	just outside ferry
0	x	x	Beautiful Building and and ambience The suite was well equipped and comfortable	Beautiful suite
0	x	x	The location quiet easy to reach downtown by public transportation Clean nice rooms	Clean nice public transportation
0	x	x	I don t mean a design hotel which is all design and no hotel of which Amsterdam has many The staff are friendly efficient knowledgeable and make everything run smoothly As a business traveller this is what I want and this is what NH provides	friendly efficient knowledgeable hotel
1	x	x	The bed was very comfortable the linen quite nice	very comfortable bed
1	x	x	The employees here give unparalleled service and always with a smile Several times they have given me a free upgrade The Executive Suites are great lots of room and great deals Treat yourself well and stay at this Hotel	great deals
0	x	x	Spent there 2 nights fast and warm check in Was very supportive and explained to us were and how to go to areas to visit Charged Car park is available Smoking room also available Nice view from the rooms and all facilities available Room size is small but it is ok Tram is few minutes from the hotel Also easy to walk to the DAM square where you can see many shops and restaurants on the way	small Tram
1	x	x	very convenient location across the road from the train station and near tram stops and canal cruise terminals staff very accommodating and helpful food very good but portions on the large side buffet breakfast excellent superb poached eggs	very good food
1	x	x	Wifi was great shampoo and towels provided were great	great Wifi
1	x	x	Perfect atmosphere location in Amsterdam very cozy and comfortable rooms meal and service were great staff were very kind and cheerful the price was fair compared to the equivalent hotels around	very kind and cheerful staff
1	x	x	location people are friendly but hotel bookkeeping and management system makes their help useless	friendly location
0	x	x	Arrived early got early check in rooms very clean bed comfy Great location very central Would recommend Staff very helpful and friendly	very clean bed
0	x	x	Well over priced Bottle of water was over 5 reception staff just ok	Well over priced reception staff
1	x	x	The bed was the most comfortable hotel bed we have ever slept in It was large soft and the pillows were lofty	large soft bed
1	x	x	The location was perfect The staff were very helpful and friendly they gave us help and advice on how to get to the football stadium They also gave us good places to visit	perfect location
0	x	x	With that said the second night we visited the bar we had excellent service from different bar tender Breakfast was delicious and the omelette chef was super friendly and made us laugh Having the train and tram station next door is very convenient Uber ride into the center is also very reasonable from the location I will stay at this hotel again	very convenient Uber ride
1	x	x	The view was amazing Staff were freindly	amazing view
0	x	x	Very nice hotel perfectly located	perfectly hotel
0	x	x	Beautiful hotel eautiful very friendly staff and a shuttle on weekends that is never late and very cheap to be dropt to town and collected thank you for my lovely stay xxx	very friendly hotel
0	x	x	It does sit on a tram line literally across the street so access to Amsterdam was fast and easy Also because it was away from downtown a little bit	across the street access to Amsterdam
0	x	x	We stayed 2 nights at the Sir Albert during New Year and loved it Staff is very friendly and supportive Rooms are on the small side but have everything you need comfortable beds coffee and tea making equipment and large shower Location is good with public transport around the corner	large tea
1	x	x	Good location Helpful staff	Helpful staff
1	x	x	the more luxury suites are like We are already planning our return visit and defo wouldnt stay any where other then here Our room was also decorated with ballons and party hats as i had contacted hotel just stateing it was a surprize gift to my boyfriend They where just outstanding 10 out of 10 for overall stay	decorated with ballons room
0	x	x	Excellent location superior hotel with friendly and helpful staff Room was spacious and comfortable with the added bonus of a balcony Food excellent especially the breakfast	spacious staff
1	x	x	The room is exactly what a business traveller needs has a good desk and chair and a socket for all things that need charging The staff at the reception was friendly and attentive to all my needs When I asked for a late check out they immediately gave me until 4:00 PM without extra charge	friendly staff
1	x	x	With that said the second night we visited the bar we had excellent service from different bar tender Breakfast was delicious and the omelette chef was super friendly and made us laugh Having the train and tram station next door is very convenient Uber ride into the center is also very reasonable from the location I will stay at this hotel again	very reasonable Uber ride
1	x	x	were great more than happy to help it is a little on pricey side but you pay for what you get and this place is on another level would highly recommend it	happy help
1	x	x	The location quiet easy to reach downtown by public transportation Clean nice rooms	quiet easy to reach public transportation
0	x	x	Also there is complimentary coffee tea hot chocolate etc in reception The staff were helpful and friendly Location was good and contrary to some comments the reception is not at all difficult to find	helpful hot chocolate
1	x	x	With that said the second night we visited the bar we had excellent service from different bar tender Breakfast was delicious and the omelette chef was super friendly and made us laugh Having the train and tram station next door is very convenient Uber ride into the center is also very reasonable from the location I will stay at this hotel again	excellent service
0	x	x	The coolest accomodation ever Staff were so friendly interier is so cool and funky rooms were beautiful lots of things to do to interact with other travellers pool gym table tennis photo bool heaps of lounges and a yummy restaurant Also lots of things to do from the hotel such as rent bikes etc 2 mins walk from train station which is 2 stops away from Red Light District supermarket across the road and surrounded by awesome eateries will definitely be back Thanks for such an amazing stay	so friendly interier
0	x	x	Also there is complimentary coffee tea hot chocolate etc in reception The staff were helpful and friendly Location was good and contrary to some comments the reception is not at all difficult to find	helpful reception
1	x	x	Breakfast is good	good Breakfast
1	x	x	The location is perfect for exploring the city centre museums etc You can pick up a canal boat tour right outside the hotel and the public bus from the airport stops only few minutes walk away The staff irrespective of their role in the hotel made an effort to have a conversation with us e g one of the cleaning staff who was in the lift with us seemed genuinely interested in whether we had enjoyed our day	genuinely interested cleaning staff
0	x	x	Great location next to a tram station Spacious rooms with very nice decor Very clean Try the restaurant s cuisine wonderful	very nice rooms
1	x	x	Good reasonable priced restaurants close by Shuttle service to airport at reasonable price is handy and efficient Good quality accomodation huge king size bed and good size rooms	Good quality accomodation
0	x	x	Staff were very helpful and informative Room and d cor were modern and comfortable	informative Room
0	x	x	Absolutely brilliant from check in the room which was fantastic won t reveal all the staff the concept ooh not to forget the amazing lifts we liked C the best	fantastic check in
1	x	x	The location was great as it was not far from tourist areas but far enough away to avoid tourists at all times	avoid tourists
0	x	x	It s away from the centrum but the walk in was nice Couldn t actually fault this hotel it s one of the nicest I have stayed in the bed and shower were great too	nicest shower
1	x	x	The location is great right next to The 9 Streets The bed was very comfortable and the breakfast was excellent	right next to The 9 Streets
1	x	x	Everything The staff were exceptional though Amazing people doing a great job	exceptional staff
1	x	x	Arrived early got early check in rooms very clean bed comfy Great location very central Would recommend Staff very helpful and friendly	early check in
0	x	x	but I would rate it a four star hotel Old elevators below avg breakfast	below avg elevators
1	x	x	No bath in bathroom no water provided mini bar not stocked limited non existant room service menu over emphasis on design no substance eg Shower door does not fit so bathroom area floods if not careful poor power point location and no international plug point option so remember to bring your adaptor if staying here Limited storage space so if staying more than one night be prepared for a messy room Better value elsewhere in town	non existant room service menu
1	x	x	The comfortable bed	comfortable bed
0	x	x	Great location in nice surroundings the bar and restaurant are nice and have a lovely outdoor area	nice location
1	x	x	Good breakfast choice and excellent wifi Good location for car travellers	Good breakfast choice
0	x	x	It is in a very nice suburb and close to restaurants some shops and a nice little market Since it was in the burbs it was very quiet	nice restaurants
1	x	x	Very clean Very spacious Quality bed Quality toiletries	Quality toiletries
0	x	x	Great classy atmosphere in the lobby and cafe Building looks nice Rooms are roomy The place is somewhat close to the central station though not so much to make it really convenient to go up and down there take some 15 minutes out for this especially with luggage The tiny harbour next to the hotel is quite charming	somewhat close to the central station hotel
1	x	x	Our room was modern clean and comfortable	modern clean room
0	x	x	Everything a very poor hotel unfriendly facilities old dated and not working	very poor facilities
0	x	x	WE FOUND THE STAFF EXCELLENT LOCATION PERFECT	EXCELLENT LOCATION
1	x	x	The room itself was very well appointed and exceptionally well kept Would definitely stay again	very well appointed room
0	x	x	Bathroom very small Bedroom quite small Shower very slow to drain electrical points didn t all work problems with phone charging very dusty on top of wardrobe suitcase storage	very slow electrical points
1	x	x	Excellent location superior hotel with friendly and helpful staff Room was spacious and comfortable with the added bonus of a balcony Food excellent especially the breakfast	bonus balcony
0	x	x	No bath in bathroom no water provided mini bar not stocked limited non existant room service menu over emphasis on design no substance eg Shower door does not fit so bathroom area floods if not careful poor power point location and no international plug point option so remember to bring your adaptor if staying here Limited storage space so if staying more than one night be prepared for a messy room Better value elsewhere in town	non existant Shower door
